Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Streams,Playlist_count,Playlist_reach,Popularity,Explicit Track
Zombie,Zombie,Bad Wolves,Unknown,"3,718",22.2,391235723,77293,8225027,6.0,0
NI BIEN NI MAL,X 100PRE,Bad Bunny,Unknown,"3,735",22.2,461199840,57617,14966162,61.0,1
MA  ANA SER  ,MA  ANA SER  ,KAROL G,Unknown,"3,721",22.2,132811353,12970,4805498,66.0,0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,Unknown,"3,736",22.2,300361628,57447,23619962,63.0,0
Candy Shop,Candy Shop,50 Cent,2005-01-01 00:00:00,"3,732",22.2,954807024,219091,69258950,75.0,1
ONLY,ONLY,LeeHi,Unknown,"3,724",22.2,335212411,50340,7777287,71.0,0
Avalon,Avalon,$uicideboy$,Unknown,"3,723",22.2,204669341,54797,3940409,65.0,1
Puro Campe ,Puro Campe  n - Si,Grupo Marca Registrada,Unknown,"3,708",22.2,162996272,20521,5076875,61.0,0
Esper  n,Esper  n,Manuel Turizo,2017-07-12 00:00:00,"3,729",22.2,333106545,25970,7253202,59.0,0
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,Unknown,"3,751",22.1,253903241,57350,12202121,59.0,1
Landmines,Landmines,Sum 41,Unknown,"3,748",22.1,18708085,6754,7014623,0.0,1
Flowers,Flowers (Official Video),Miley Cyrus,2023-12-01 00:00:00,"3,752",22.1,2031280633,1,92,0.0,0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,Unknown,"3,747",22.1,54611633,19814,4852560,61.0,1
DANCE CRIP,DANCE CRIP,Trueno,Unknown,"3,754",22.1,265253887,50642,5259227,61.0,1
stellar,stellar,.diedlonely,Unknown,"3,742",22.1,44235866,6022,1268699,66.0,0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,2021-12-05 00:00:00,"3,740",22.1,265126606,24857,13763202,53.0,1
Malibu,Malibu,Miley Cyrus,2017-11-05 00:00:00,"3,763",22.1,810044838,87422,33951824,68.0,0
Skin and Bones,Skin and Bones,David Kushner,Unknown,"3,744",22.1,70354552,9185,8922438,0.0,0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,Unknown,"3,746",22.1,428290193,54042,7715768,75.0,0
Spinnin,Spinnin,Connor Price,Unknown,"3,741",22.1,164206429,49659,12999272,63.0,0
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,Unknown,"3,749",22.1,53980875,4005,631145,55.0,0
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,Unknown,"3,759",22.1,90149537,6289,7279462,0.0,1
Coladin,Ind  ,Z   Vaqu,Unknown,"3,760",22.1,68110254,5563,9739787,62.0,0
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2019-04-02 00:00:00,"3,757",22.1,84890640,8746,5016334,59.0,0
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2022-11-02 00:00:00,"3,758",22.1,409608018,35760,13777862,70.0,0
All By Myself,All By Myself,Alok,2022-07-10 00:00:00,"3,764",22.1,153478699,23576,35626223,68.0,0
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,2022-02-03 00:00:00,"3,762",22.1,302568,285,25137,7.0,0
Joli b  ,Joli b  ,Naza,2020-11-09 00:00:00,"3,755",22.1,131677140,35653,2205297,57.0,1
Time of Our Lives,Time of Our Lives,Pitbull,Unknown,"3,739",22.1,1283683926,203125,103528914,79.0,1
Blood // Water,Blood / / Water,grandson,Unknown,"3,745",22.1,658966178,132079,18302636,68.0,0
Famous Hoes,Famous Hoes,NLE Choppa,2019-10-12 00:00:00,"3,753",22.1,126680278,37176,2555897,54.0,1
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,Unknown,"3,756",22.1,59582290,3988,5490306,0.0,0
Wreckage,Wreckage,Pearl Jam,Unknown,"3,750",22.1,6247901,887,15777506,0.0,1
This Town,This Town,Niall Horan,Unknown,"3,743",22.1,957810500,107486,73687531,74.0,0
Maybe You   re The P,Maybe You   re The P,Ava Max,Unknown,"3,761",22.1,181659395,24137,10925511,62.0,0
Lil Bit,Lil Bit,Nelly,Unknown,"3,792",22.0,250828412,40989,10401884,61.0,1
Nenas,Nenas,Anni K,Unknown,"3,790",22.0,22362,5,22387,10.0,0
Rainy Days,Layover,V,2023-11-08 00:00:00,"3,776",22.0,253540909,10383,13943814,70.0,0
Disaster,Disaster - Single,KSLV Noh,Unknown,"3,784",22.0,258379092,72424,23939335,65.0,0
Feelings,Feelings,Sumit Goswami,2020-07-07 00:00:00,"3,773",22.0,42067554,4380,426039,54.0,0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,Unknown,"3,770",22.0,54488988,10962,1379201,4.0,0
Los Collares,Los Collares,Oscar Maydon,Unknown,"3,769",22.0,332741927,23892,9122511,72.0,0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,Unknown,"3,772",22.0,8033479,1347,7618938,70.0,1
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,2008-05-12 00:00:00,"3,778",22.0,923932404,261469,53941189,63.0,0
It's That Time,It's That Time,Marlon Hoffstadt,Unknown,"3,789",22.0,29365536,28087,18522511,62.0,0
Do Not Climb,Do Not Climb,Claps,Unknown,"3,780",22.0,2723,11,237,0.0,0
M  lanine (feat. Were,M  la,Heuss L'enfoir ,2024-03-05 00:00:00,"3,786",22.0,14500608,1528,6768397,71.0,1
Bakkal Amca,Bakkal Amca,Kukuli,2021-10-05 00:00:00,"3,775",22.0,5755295,850,54262,36.0,0
Martes 13,Martes 13 - Single,Luis R Conriquez,Unknown,"3,768",22.0,12809544,967,11244203,0.0,1
Jom ka du me t  ,Jom ka du me t  ,Dafina Zeqiri,Unknown,"3,791",22.0,1196257,208,567656,57.0,0
BellaBella,Bella Bella (feat. Scelo),Vanco,Unknown,"3,783",22.0,3835,12,142,1.0,0
Long Journey,Nostalgia,Rod Wave,Unknown,"3,765",22.0,26215354,6248,524752,0.0,1
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,2015-01-01 00:00:00,"3,782",22.0,622198235,53548,22066757,66.0,0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,Unknown,"3,766",22.0,142262820,53038,20272136,63.0,1
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,Unknown,"3,787",22.0,11614161,2375,2311705,55.0,0
S  ,S  ,Anuel AA,Unknown,"3,771",22.0,200764254,45002,9737159,57.0,1
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,Unknown,"3,779",22.0,53303131,6899,2394704,61.0,0
Fed Up,ANTI-ICON,Ghostemane,Unknown,"3,785",22.0,219841054,71843,10101641,64.0,1
Slide,Slide,H.E.R.,Unknown,"3,781",22.0,224529894,50674,7520303,53.0,1
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,Unknown,"3,774",22.0,4527224,392,329325,0.0,0
Be The One,Be The One,Eli Brown,Unknown,"3,777",22.0,75309953,34283,39325226,67.0,0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,Unknown,"3,788",22.0,13330547,1675,21053939,73.0,0
This City,Not a Hobby,Sam Fischer,Unknown,"3,767",22.0,633467655,74321,32015799,63.0,0
Os Bico T  o Se Perguntando (Let  ,Os Bico T  o Se Perguntando (Let  ,MC PH,2023-07-04 00:00:00,"3,801",21.9,131981248,15020,12049822,65.0,1
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,2023-01-09 00:00:00,"3,818",21.9,66513420,12490,4973699,0.0,0
Precision,Precision,Big Sean,Unknown,"3,795",21.9,7569031,2152,10280933,0.0,1
Did Me Wrong,B4 BOA - Single,A Boogie Wit da Hoodie,2023-08-09 00:00:00,"3,820",21.9,32916107,13096,12843743,0.0,1
Cry No More (feat. Tay Keith),Cry No More (feat. Tay Keith),Headie One,Unknown,"3,804",21.9,13712090,3148,14042635,0.0,1
                                                             (Fade),                                                             (Fade) - Single,Jeff Satur,Unknown,"3,811",21.9,41494349,6516,1169599,52.0,0
Get Back,Meet The Woo 2,Pop Smoke,2020-07-02 00:00:00,"3,800",21.9,355137565,123588,10315713,64.0,1
Panic Room,Panic Room,Au/Ra,2018-09-02 00:00:00,"3,821",21.9,256361762,54160,11403808,63.0,0
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,Unknown,"3,810",21.9,5101261,1599,427725,0.0,0
2002,NOW That's What I Call Music! 100,Anne-Marie,Unknown,"3,807",21.9,0,116,163402,0.0,0
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ru  ,Dayvi,Unknown,"3,797",21.9,417257612,76682,17689258,62.0,0
Problemas de um Milion  ,Problemas de um Milion  ,WIU,2024-10-04 00:00:00,"3,806",21.9,34042262,3323,20484664,74.0,1
Noticed,Noticed,Lil Mosey,Unknown,"3,819",21.9,727014998,114135,13562882,65.0,1
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-11-05 00:00:00,"3,809",21.9,686323132,165691,25912755,70.0,1
Happy Birthday,Happy Birthday,Jovanie,Unknown,"3,793",21.9,37866,449,53427,3.0,0
The Greatest,The Greatest,Sia,2016-01-01 00:00:00,"3,812",21.9,669427500,66668,19682111,62.0,0
Ignite,Ignite,Alan Walker,2018-11-05 00:00:00,"3,815",21.9,339954855,61901,8272313,64.0,0
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,Unknown,"3,805",21.9,172558590,71478,11466134,53.0,1
G   p     i,G   p     i,Tu   n,Unknown,"3,794",21.9,1880312,408,22223,0.0,0
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,2022-10-06 00:00:00,"3,814",21.9,80585683,16202,12738423,19.0,1
Only Fine Girl,Only Fine Girl - Single,Spyro,Unknown,"3,816",21.9,2490826,513,66602,0.0,0
EVIL EMPIRE,YOUNG GENIUS,Lil Mabu,2024-05-04 00:00:00,"3,803",21.9,6097493,765,183087,0.0,1
Overwhelmed,Overwhelmed,Royal & the Serpent,Unknown,"3,813",21.9,189175699,49325,8000164,62.0,0
Good as Hell,Good As Hell,Lizzo,2016-09-03 00:00:00,"3,799",21.9,627625151,76581,23235611,66.0,0
Caroline,Caroline,Amin ,2016-09-03 00:00:00,"3,802",21.9,761038233,121158,21027698,64.0,1
Mon ami,Mon ami,Tiesco le sultan,2023-10-10 00:00:00,"3,808",21.9,9452,3,37,0.0,1
Zombie Dance with New DB Heroes,Mummy Dance with Family,D Billions,2023-08-12 00:00:00,"3,796",21.9,37396,4,3608,0.0,0
Adictiva,Adictiva,Daddy Yankee,2018-09-11 00:00:00,"3,817",21.9,428271245,50261,14055347,62.0,0
Kitsch,Kitsch,IVE,Unknown,"3,798",21.9,146489854,12540,4019167,64.0,0
Rewrite The Stars,Rewrite The Stars,Zac Efron,Unknown,"3,823",21.8,989608207,89520,20163755,67.0,0
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,2022-01-08 00:00:00,"3,836",21.8,541018402,37204,14531541,74.0,0
Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07 00:00:00,"3,842",21.8,285889664,23393,21692426,75.0,0
GUCCI LOS PA  ,MA  ANA SER  ,KAROL G,Unknown,"3,826",21.8,121721506,8049,3681766,67.0,1
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,Unknown,"3,841",21.8,595564275,93643,10186393,70.0,0
BLEED,BLEED - Single,The Kid LAROI,2023-03-11 00:00:00,"3,824",21.8,66555473,16789,14682417,0.0,0
IDGAF,IDGAF,Lucixn,Unknown,"3,950",21.8,1577904955,1,23,0.0,1
Michi Teyu Ku (Overflowing),               ,Fujii Kaze,Unknown,"3,825",21.8,33845527,1766,5537845,69.0,0
Desde Esa Noche,Desde Esa Noche,Thalia,Unknown,"3,845",21.8,322003779,25025,10799784,59.0,0
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,2019-10-04 00:00:00,"3,839",21.8,763658190,99429,20117915,66.0,0
Pulsar Bike,Dhamaka (Original Motion Picture Soundtrack) - EP,Bheems Ceciroleo,2023-07-01 00:00:00,"3,844",21.8,39057770,1308,893063,27.0,0
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,Unknown,"3,830",21.8,278032053,79755,13755423,63.0,1
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,Unknown,"3,831",21.8,115373265,10885,2902589,60.0,0
Do not touch,Do not touch,MISAMO,Unknown,"3,828",21.8,65157999,8260,3310476,57.0,0
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,Unknown,"3,840",21.8,113153819,35421,6478459,65.0,1
Romeo Juliet - Title Song,Romeo Vs Juliet (Original Motion Picture Soundtrack) - EP,Akassh,2024-12-03 00:00:00,"3,833",21.8,15619,13,168,0.0,0
Ambition For Cash,Ambition For Cash,Key Glock,2021-01-10 00:00:00,"3,835",21.8,315336758,79303,26443727,70.0,1
En Peligro de Extinci ,En Peligro De Extinci ,La Adictiva,Unknown,"3,832",21.8,310742518,20307,11542516,65.0,0
Besito,Besito,Soy Pau,2023-08-07 00:00:00,"3,838",21.8,6220250,458,44624,50.0,0
      ,      ,            ,2024-05-01 00:00:00,"3,834",21.8,46945798,4120,5907064,70.0,0
Be Kind (with Halsey),Manic,Marshmello,Unknown,"3,829",21.8,664972754,67417,29811087,67.0,0
I GOT YOU,I GOT YOU,TWICE,2024-02-02 00:00:00,"3,843",21.8,56463608,3500,6710198,13.0,0
Zukunft Pink (feat. In  ,Zukunft Pink (feat. In  z) - Si,Peter Fox,Unknown,"3,822",21.8,131713257,43947,6669237,58.0,1
CCC,CCC,Michelle Maciel,2023-05-05 00:00:00,"3,837",21.8,205855278,15475,4201646,67.0,0
Dime,Dime,El Malilla,Unknown,"3,827",21.8,40072883,1248,57818152,75.0,0
Do you like yogurt,Do you like yogurt - Single,Pierce,2023-03-03 00:00:00,"3,861",21.7,2508,3,433,1.0,0
Electric Love,Candy,B  ,2014-10-11 00:00:00,"3,874",21.7,1088889743,190953,46698179,75.0,0
MR. OCTOBER,nadie sabe lo que va a pasar ma  ,Bad Bunny,Unknown,"3,854",21.7,95925842,16712,10256270,0.0,1
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,Taylor Swift,Unknown,"3,853",21.7,92296736,2336,7788313,0.0,0
K  ,K  ,Mabel Matiz,2024-10-05 00:00:00,"3,865",21.7,13060347,648,5441452,70.0,0
Jee Ni Lagda,Making Memories,Karan Aujla,Unknown,"3,871",21.7,56798458,7404,1780691,62.0,0
Sudden Shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",Eclipse,2024-08-04 00:00:00,"3,862",21.7,25974901,1093,11421810,75.0,0
Nira Ishq,Nira Ishq,Guri,Unknown,"3,873",21.7,102266938,5921,739326,61.0,0
lo que hay x aqu ,lo que hay x aqu ,Rels B,2023-10-03 00:00:00,"3,868",21.7,223617742,28508,7355147,73.0,0
Los Cachos,Los Cachos - Single,Piso 21,2022-08-07 00:00:00,"3,858",21.7,281927185,27199,9782411,63.0,0
Jugnu,Jugnu,Badshah,Unknown,"3,847",21.7,162005746,11105,3811972,61.0,0
NADIE SABE,nadie sabe lo que va a pasar ma  ,Bad Bunny,Unknown,"3,880",21.7,86588767,16215,2220706,0.0,1
nE !?,#1 - EP,Lvbel C5,2024-12-04 00:00:00,"3,859",21.7,24176156,1698,3907201,71.0,0
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,Unknown,"3,869",21.7,358055646,63452,9753180,58.0,1
Fim de Semana no Rio,Fim de Semana no Rio,Teto,Unknown,"3,856",21.7,174165147,32542,6206794,61.0,1
Best Time,Larger Than Life,Brent Faiyaz,Unknown,"3,883",21.7,149609501,17828,12635199,0.0,1
Hot N*gga,Hot N*gga,Bobby Shmurda,Unknown,"3,851",21.7,491313680,122568,20199078,64.0,1
No Sufrir   por Nadie - R,No Sufrir   por Nadie (Re,Joaquin Guiller,2023-03-03 00:00:00,"3,872",21.7,18550706,2537,558526,50.0,0
For Tonight,For Tonight,Giveon,Unknown,"3,848",21.7,259405297,46330,19899069,59.0,0
Barely Holdin' On,Barely Holdin' On,Polo G,Unknown,"3,846",21.7,49246411,22225,4792493,59.0,1
Lihim,Lihim,Arthur Miguel,Unknown,"3,849",21.7,68411628,4215,13721864,65.0,0
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,Unknown,"3,882",21.7,118707702,10228,19750632,0.0,0
DICE AND ROLL,DICE AND ROLL,Odetari,Unknown,"3,850",21.7,34391822,2998,8168809,0.0,1
Clara Bow,THE TORTURED POETS DEPARTMENT,Taylor Swift,Unknown,"3,863",21.7,83518075,2267,5904252,0.0,0
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,2024-07-06 00:00:00,"3,852",21.7,3663303,683,29671686,0.0,1
Qui  reme Mientras Se P,Qui  reme Mientras Se P,Manuel Turizo,2020-01-05 00:00:00,"3,857",21.7,467670966,38826,10338131,66.0,0
About Damn Time,Special,Lizzo,Unknown,"3,881",21.7,846772236,22663,8235045,64.0,1
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,2023-09-06 00:00:00,"3,878",21.7,68189858,14429,12456842,61.0,0
Eleg   (feat. D  me,Eleg   (feat. D  me,Rauw Alejandro,Unknown,"3,860",21.7,439049524,57496,13084955,63.0,0
Hallelujah,A Pentatonix Christmas,Pentatonix,Unknown,"3,885",21.7,441916342,47499,20527523,55.0,0
You can't control my heart,Missing,Kurochuu,2024-09-06 00:00:00,"3,870",21.7,24071511,2,2190,1.0,0
March Madness,56 Nights,Future,Unknown,"3,886",21.7,169574765,46212,10914718,61.0,1
Never Gonna Not Dance Again,Never Gonna Not Dance Again - Single,P!nk,2022-03-11 00:00:00,"3,884",21.7,162054666,1991,492746,40.0,0
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,Unknown,"3,875",21.7,433664050,78546,20739392,59.0,0
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,2019-11-10 00:00:00,"3,876",21.7,404692736,117843,15973142,69.0,1
STARGAZING,ASTROWORLD,Travis Scott,2018-03-08 00:00:00,"3,887",21.7,740409304,140977,21048687,70.0,1
WTFYM,WE DON'T TRUST YOU,Future,Unknown,"3,864",21.7,17192758,5834,2628670,0.0,1
All My Life,All My Life,Falling In Reverse,2024-06-06 00:00:00,"3,879",21.7,4094651,471,11007124,65.0,1
Munch (Feelin  ,Munch (Feelin    U) - ,Ice Spice,2022-10-08 00:00:00,"3,855",21.7,133459011,35905,9102015,60.0,1
If You Want Love,Perception,NF,2017-06-10 00:00:00,"3,877",21.7,493699616,78449,16977422,65.0,0
Humpty Dumpty,Fusion In The City,Lo Greco Bros,Unknown,"3,866",21.7,0,4,271,0.0,0
Revenge,17,XXXTENTACION,Unknown,"3,867",21.7,1356969354,184465,30276013,81.0,1
Savage Love,The Bboy Hoppers Dance Videos,Jason Derulo,2020-05-05 00:00:00,"3,921",21.6,3369,8,102,0.0,0
White Iverson,White Iverson,Post Malone,Unknown,"3,918",21.6,1135209969,158507,27779312,70.0,1
Hola - Remix,Hola (Remix),Dalex,2019-01-11 00:00:00,"3,900",21.6,708615717,87957,23915679,64.0,0
The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,Unknown,"3,892",21.6,81662552,2325,7529867,0.0,1
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,Unknown,"3,891",21.6,505748520,60774,17047156,64.0,0
Hoa C   ,Hoa C   ,Phong Max,Unknown,"3,912",21.6,4168391,962,77885,41.0,0
I Know,I Know,Kanii,2023-10-03 00:00:00,"3,914",21.6,49939720,15725,2639765,54.0,1
lost souls,The Melodic Blue,Baby Keem,Unknown,"3,889",21.6,206432478,79180,9708315,64.0,1
Don't You Know,Don't You Know,Crosby St. Models,2022-12-08 00:00:00,"3,890",21.6,0,1,2,0.0,0
Hold Me Closer,Diamonds (Deluxe),Elton John,2017-10-11 00:00:00,"3,907",21.6,400479389,61255,53203700,68.0,0
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,Unknown,"3,901",21.6,110101642,13672,3376873,50.0,0
Girls,Girls - The 2nd Mini Album,aespa,2022-08-07 00:00:00,"3,923",21.6,115406939,11617,5520626,62.0,0
Classic,MKTO,MKTO,2012-01-01 00:00:00,"3,922",21.6,1350428257,172980,88942487,78.0,0
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,2022-08-02 00:00:00,"3,905",21.6,122957173,65839,15313309,58.0,0
The Weekend,Ctrl,SZA,2017-09-06 00:00:00,"3,896",21.6,537523729,71149,22408790,70.0,1
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,Unknown,"3,920",21.6,58523865,18165,3041519,53.0,0
shipping,Follow Your Nature,great area,Unknown,"3,902",21.6,130895,259,4467,25.0,0
Stole the Show,Stole the Show,Kygo,Unknown,"3,913",21.6,964765127,131842,38541359,70.0,0
Mood - Remix,Mood (Remix),Zero Two,2021-09-06 00:00:00,"3,899",21.6,10265841,3742,374428,0.0,0
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,2021-12-02 00:00:00,"3,906",21.6,198942707,22915,8881878,56.0,0
Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,2022-06-10 00:00:00,"3,917",21.6,3479935,487,24227,29.0,0
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,Unknown,"3,919",21.6,72380469,32141,3198359,63.0,1
Oddara (feat. Mercedes Salinas),Oddara,Overcast,2022-10-07 00:00:00,"3,888",21.6,0,0,0,0.0,0
10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES,Metro Boomin,2018-02-11 00:00:00,"3,894",21.6,630863087,164540,26346726,71.0,1
Bahagiaku Sederhana,Bahagiaku Sederhana,Jamik Jams,Unknown,"3,895",21.6,271438,59,12313,21.0,0
"Paint It, Black",Forty Licks,The Rolling Stones,Unknown,"3,911",21.6,1196773729,28,3079,0.0,0
Beautiful People (Stay High),Beautiful People (Stay High),The Black Keys,2024-12-01 00:00:00,"3,893",21.6,11742947,3009,4663533,0.0,0
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,Unknown,"3,908",21.6,159876075,8225,21015676,79.0,1
Down With Me,Down With Me,Lil Tecca,2024-04-01 00:00:00,"3,915",21.6,65300464,14158,6850591,0.0,1
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,Unknown,"3,909",21.6,289013053,32179,23070902,63.0,1
Pink Friday Girls,Pink Friday 2,Nicki Minaj,2023-08-12 00:00:00,"3,897",21.6,63109089,9844,4936627,0.0,1
Teresa & Maria,Teresa & Maria,alyona alyona,2024-11-01 00:00:00,"3,916",21.6,31380070,2862,2254638,73.0,0
Conversations,Legends Never Die,Juice WRLD,2020-10-07 00:00:00,"3,904",21.6,407701213,93838,13263446,68.0,1
Rake It Up,Rake It Up,Yo Gotti,Unknown,"3,924",21.6,365789171,47875,14327367,58.0,1
De Vuelta Pa' La Vuelta,De Vuelta Pa' La Vuelta,Daddy Yankee,2020-10-12 00:00:00,"3,910",21.6,164788147,23301,15473906,62.0,0
Sunshine,Sunshine,OneRepublic,2021-10-11 00:00:00,"3,898",21.6,426609723,59377,40654330,73.0,0
Walk,Walk/Spin,Kodak Black,Unknown,"3,903",21.6,62323136,33941,10580136,54.0,1
9 bis 9,9 bis 9,SIRA,2023-05-05 00:00:00,"3,935",21.5,107950388,34675,5950045,66.0,0
Versace on the Floor,24K Magic,Bruno Mars,Unknown,"3,949",21.5,797648369,64011,17977153,72.0,0
Bailando,Bailandome,El Jordan 23,2022-10-02 00:00:00,"3,954",21.5,138986512,24359,2386279,61.0,0
Runaway (U & I) [Dance],"This Is MELON, Vol. 1 (Dance)",MELON,Unknown,"3,961",21.5,13502324,3124,10531046,42.0,0
Hasta la Miel Amarga (feat. Grupo Firme),Hasta la Miel Amarga (En Vivo),"Luis Angel ""El Flaco""",2020-01-05 00:00:00,"3,940",21.5,164007720,14849,8963601,41.0,0
Love Me Like This,exp  rgo ,NMIXX,Unknown,"3,937",21.5,96439278,9999,5451670,64.0,0
Buss It,Buss It,Erica Banks,Unknown,"3,936",21.5,145000664,32202,13605018,53.0,1
Five Nights at Freddy's,Five Nights at Freddy's (Original Motion Picture Soundtrack),The Newton Brothers,Unknown,"3,941",21.5,17822349,5850,722543,0.0,0
BODYGUARD,COWBOY CARTER,Beyonc ,Unknown,"3,956",21.5,56412921,4391,32285153,0.0,1
Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,Unknown,"3,938",21.5,162889846,45505,2568098,69.0,1
Animals,Animals - Single,Martin Garrix,2013-01-01 00:00:00,"3,957",21.5,413855724,67911,11433179,61.0,1
"Akh Lad Jaave (From ""Loveyatri"")","Akh Lad Jaave (From ""Loveyatri"")",Badshah,Unknown,"3,950",21.5,97600091,10461,4441829,55.0,0
Uhaw,Uhaw,Dilaw,Unknown,"3,958",21.5,42862565,5084,1645697,54.0,0
FRIKI,FRIKI,Feid,2021-10-12 00:00:00,"3,939",21.5,255973824,28166,14221715,71.0,0
GOAT,Goat - Single,Number_i,2024-01-01 00:00:00,"3,951",21.5,34820660,762,2929511,66.0,0
Bondade de Deus,Bondade de Deus,Isaias Saad,Unknown,"3,960",21.5,91842323,15910,8695499,63.0,0
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-10-03 00:00:00,"3,932",21.5,240686521,33016,33841199,75.0,0
NINNIN JACK,DEPARTURE,IMP.,Unknown,"3,927",21.5,207454,23,356969,0.0,0
Love 119,Love 119,RIIZE,2024-05-01 00:00:00,"3,928",21.5,40415304,2509,8351511,59.0,0
Jar of Hearts,jar of hearts,Christina Perri,Unknown,"3,945",21.5,534874667,65494,31544782,65.0,0
UP,UP,INNA,Unknown,"3,944",21.5,35440292,7611,1055511,49.0,0
Gotta Move On (feat. Bryson Tiller),The Love Album: Off the Grid (Extended),Diddy,Unknown,"3,934",21.5,44931644,309,110085,0.0,0
Chasing Game,Various Worldwide IV,Nick Hanzo,2022-01-07 00:00:00,"3,946",21.5,0,1,80,0.0,0
LOS APARATOS,LOS APARATOS,El Alfa,2022-03-08 00:00:00,"3,943",21.5,137720938,30579,5580377,65.0,0
  Qu   Nos Pas  ?,  Qu   Nos Pas  ? - Single,Anuel AA,Unknown,"3,926",21.5,161990851,31668,4718236,68.0,1
I Won't Give Up,Ch  rie Summer ,Jason Mraz,2012-01-01 00:00:00,"3,925",21.5,850863163,91617,43046356,62.0,0
I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,Clinton Kane,Unknown,"3,959",21.5,416972132,75352,37597369,63.0,0
Tap  o Na ,Som No Talo,Ra   Saia Ro,Unknown,"3,933",21.5,196159389,21913,6808067,53.0,0
